Category,Name,Phone,Google Maps URL,Website,email,Business Status,Address,Total Reviews,Booking Links,Rating,Hours
Restoran Pizza,Pizza e Birra Sports Bar Cilandak Town Square,,https://www.google.com/maps/place/Pizza+e+Birra+Sports+Bar+Cilandak+Town+Square/data=!4m7!3m6!1s0x2e69ed8905a2914d:0x1389eb0ec141154f!8m2!3d-6.2918097!4d106.7998854!16s%2Fg%2F11fj2lx770!19sChIJTZGiBYntaS4RTxVBwQ7riRM?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 22.00,,(808),,"4,8 bintang",Rabu11.00–22.00Kamis11.00–22.00Jumat11.00–22.00Sabtu11.00–22.00Minggu11.00–22.00Senin11.00–22.00Selasa11.00–22.00Sarankan jam buka baru
Bar Olahraga,Sport Stube by Stube Group,,https://www.google.com/maps/place/Sport+Stube+by+Stube+Group/data=!4m7!3m6!1s0x2e69f1a522886a4f:0x3b8158349ddff68!8m2!3d-6.2684223!4d106.7848568!16s%2Fg%2F11bwyfrt_1!19sChIJT2qIIqXxaS4RaP_dSYMVuAM?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 23.30,,(1.754),,"4,6 bintang",Rabu11.00–23.30Kamis11.00–23.30Jumat11.00–23.30Sabtu10.00–23.30Minggu10.00–23.30Senin11.00–23.30Selasa11.00–23.30Sarankan jam buka baru
Restoran,The Sports Bar,,https://www.google.com/maps/place/The+Sports+Bar/data=!4m7!3m6!1s0x2e69ef3f4a62fb0d:0xfb97efd9cda17fbb!8m2!3d-6.3059381!4d106.7948226!16s%2Fg%2F11xw7dy308!19sChIJDftiSj_vaS4Ru3-hzdnvl_s?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 23.00,,(4),,"5,0 bintang",Rabu09.00–23.00Kamis09.00–23.00Jumat09.00–00.00Sabtu09.00–00.00Minggu09.00–23.00Senin09.00–23.00Selasa09.00–23.00Sarankan jam buka baru
Bar Olahraga,Brewerkz,,https://www.google.com/maps/place/Brewerkz/data=!4m7!3m6!1s0x2e69f14861e1963d:0x1751af2c4628beec!8m2!3d-6.2267683!4d106.797665!16s%2Fg%2F11bc7rv2tf!19sChIJPZbhYUjxaS4R7L4oRiyvURc?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 00.00,,(1.554),,"4,7 bintang",Rabu10.00–00.00Kamis10.00–00.00Jumat10.00–02.00Sabtu10.00–02.00Minggu10.00–00.00Senin10.00–00.00Selasa10.00–00.00Sarankan jam buka baru
Restoran,"Bull & Vine Restaurant, Deli, Lounge and Sports Bar",,"https://www.google.com/maps/place/Bull+%26+Vine+Restaurant,+Deli,+Lounge+and+Sports+Bar/data=!4m7!3m6!1s0x2e69f1ad91320427:0x9446bbe167d297b2!8m2!3d-6.2573788!4d106.8133988!16s%2Fg%2F11sxwtgbv_!19sChIJJwQyka3xaS4RspfSZ-G7RpQ?authuser=0&hl=id&rclk=1",,,Buka⋅ Tutup pukul 01.00,,(103),,"4,7 bintang",Rabu12.00–01.00Kamis12.00–01.00Jumat12.00–01.00Sabtu12.00–01.00Minggu11.00–01.00Senin12.00–01.00Selasa12.00–01.00Sarankan jam buka baru
Bar,Cazbar,,https://www.google.com/maps/place/Cazbar/data=!4m7!3m6!1s0x2e69f41ccfe39965:0xacef699de4253d1!8m2!3d-6.2313958!4d106.8279454!16s%2Fg%2F1tdpjhks!19sChIJZZnjzxz0aS4R0VNC3pn2zgo?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 00.00,,(1.035),,"4,5 bintang",Rabu12.00–00.00Kamis12.00–00.00Jumat12.00–00.00Sabtu17.00–00.00MingguTutupSenin12.00–00.00Selasa12.00–00.00Sarankan jam buka baru
Restoran,STARK Taproom,,https://www.google.com/maps/place/STARK+Taproom/data=!4m7!3m6!1s0x2e69f1beb0541ee3:0x2fbe6f56138d4ad1!8m2!3d-6.2261022!4d106.8130781!16s%2Fg%2F11j4hwgh4r!19sChIJ4x5UsL7xaS4R0UqNE1Zvvi8?authuser=0&hl=id&rclk=1,,,,,(710),,"4,6 bintang",
Bar Olahraga,Equator Billiard,,https://www.google.com/maps/place/Equator+Billiard/data=!4m7!3m6!1s0x2e69f1e09ab266c5:0x43ae5e59d0224773!8m2!3d-6.2968369!4d106.794927!16s%2Fg%2F1td8vyd8!19sChIJxWaymuDxaS4Rc0ci0FlerkM?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 23.00,,(14),,"4,4 bintang",Rabu08.00–23.00Kamis08.00–23.00Jumat08.00–23.00Sabtu08.00–23.00Minggu08.00–23.00Senin08.00–23.00Selasa08.00–23.00Sarankan jam buka baru
Bar Olahraga,LABEWA CUE SPORTS KALIBATA,,https://www.google.com/maps/place/LABEWA+CUE+SPORTS+KALIBATA/data=!4m7!3m6!1s0x2e69f30009ead6ff:0x53ad5900e95eea6a!8m2!3d-6.2569053!4d106.8551332!16s%2Fg%2F11lyl5jy8y!19sChIJ_9bqCQDzaS4Raupe6QBZrVM?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 02.00,,(91),,"4,2 bintang",Rabu11.30–02.00Kamis11.30–02.00Jumat11.30–03.00Sabtu11.30–03.00Minggu11.30–03.00Senin11.30–02.00Selasa11.30–02.00Sarankan jam buka baru
Bar Olahraga,Hall RT 02 Taman Manggis Permai,,https://www.google.com/maps/place/Hall+RT+02+Taman+Manggis+Permai/data=!4m7!3m6!1s0x2e69eb1effa18299:0x74870455ec400a2e!8m2!3d-6.4061453!4d106.856735!16s%2Fg%2F11snlm5t5v!19sChIJmYKh_x7raS4RLgpA7FUEh3Q?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 23.00,,(3),,"4,3 bintang",Rabu06.00–23.00Kamis06.00–23.00Jumat06.00–23.00Sabtu06.00–23.00Minggu06.00–23.00Senin06.00–23.00Selasa06.00–23.00Sarankan jam buka baru
Bar Olahraga,Base camp club silat prestasi,,https://www.google.com/maps/place/Base+camp+club+silat+prestasi/data=!4m7!3m6!1s0x2e69eb0057ed4ceb:0x77f5dc5c1dbc4cba!8m2!3d-6.3861395!4d106.8504102!16s%2Fg%2F11x6hmm0wf!19sChIJ60ztVwDraS4Ruky8HVzc9Xc?authuser=0&hl=id&rclk=1,,,,,,,,
Bar Olahraga,Outbreak JTOWN Jatinegara,,https://www.google.com/maps/place/Outbreak+JTOWN+Jatinegara/data=!4m7!3m6!1s0x2e69f3d32855d3bb:0x2ccac43e620465e3!8m2!3d-6.2206207!4d106.8677751!16s%2Fg%2F11wgp3t324!19sChIJu9NVKNPzaS4R42UEYj7Eyiw?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 02.00,,(222),,"4,8 bintang",Rabu12.00–02.00Kamis12.00–02.00Jumat12.00–02.00Sabtu12.00–02.00Minggu12.00–02.00Senin12.00–02.00Selasa12.00–02.00Sarankan jam buka baru
Bar Olahraga,Outbreak Plus Billiard And Sports Bar,,https://www.google.com/maps/place/Outbreak+Plus+Billiard+And+Sports+Bar/data=!4m7!3m6!1s0x2e69f5592b109faf:0xe3541c49668659f8!8m2!3d-6.1571461!4d106.9070709!16s%2Fg%2F11vhrqr0gb!19sChIJr58QK1n1aS4R-FmGZkkcVOM?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 02.00,,(202),,"5,0 bintang",Rabu12.00–02.00Kamis12.00–02.00Jumat12.00–02.00Sabtu12.00–02.00Minggu12.00–02.00Senin12.00–02.00Selasa12.00–02.00Sarankan jam buka baru
Bar Olahraga,MVP Sports Bar & Grill,,https://www.google.com/maps/place/MVP+Sports+Bar+%26+Grill/data=!4m7!3m6!1s0x2e6a1d8b6829adb3:0x8ef661fcf7aee72!8m2!3d-6.131797!4d106.793037!16s%2Fg%2F11c1l9nfnl!19sChIJs60paIsdai4Rcu56zx9m7wg?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 02.00,,(77),,"4,4 bintang",Rabu10.00–02.00Kamis10.00–02.00Jumat10.00–02.00Sabtu10.00–02.00Minggu10.00–02.00Senin10.00–02.00Selasa10.00–02.00Sarankan jam buka baru
Bar Olahraga,BLACKZONE BILLIARD BEKASI,,https://www.google.com/maps/place/BLACKZONE+BILLIARD+BEKASI/data=!4m7!3m6!1s0x2e698d00639648db:0x440bcc58f805d5f2!8m2!3d-6.2619202!4d106.9954287!16s%2Fg%2F11y5jqfrkn!19sChIJ20iWYwCNaS4R8tUF-FjMC0Q?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 03.00,,(396),,"4,9 bintang",Rabu11.00–03.00Kamis11.00–03.00Jumat11.00–03.00Sabtu11.00–03.00Minggu11.00–03.00Senin11.00–03.00Selasa11.00–03.00Sarankan jam buka baru
Bar Olahraga,L's Billiard Cafe,,https://www.google.com/maps/place/L%27s+Billiard+Cafe/data=!4m7!3m6!1s0x2e69e9b64ea7795b:0x71d12cc97a31b439!8m2!3d-6.4030639!4d106.7431704!16s%2Fg%2F11qh37jzfd!19sChIJW3mnTrbpaS4RObQxesks0XE?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 00.00,,(1),,"5,0 bintang",Rabu10.00–00.00Kamis10.00–00.00Jumat10.00–00.00Sabtu10.00–00.00Minggu10.00–00.00Senin10.00–00.00Selasa10.00–00.00Sarankan jam buka baru
Bar Olahraga,Ensal Billiard,,https://www.google.com/maps/place/Ensal+Billiard/data=!4m7!3m6!1s0x2e69eb005cda3d0b:0x3c9168ab3261f7b2!8m2!3d-6.3975073!4d106.8649899!16s%2Fg%2F11wg9_9fdp!19sChIJCz3aXADraS4RsvdhMqtokTw?authuser=0&hl=id&rclk=1,,,,,(3),,"3,7 bintang",
Bar Olahraga,RACE TO ELEVEN BILLIARD,,https://www.google.com/maps/place/RACE+TO+ELEVEN+BILLIARD/data=!4m7!3m6!1s0x2e69f70028c9b027:0x295a5c04e0f9f25e!8m2!3d-6.175889!4d106.780121!16s%2Fg%2F11y5lxq231!19sChIJJ7DJKAD3aS4RXvL54ARcWik?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 02.00,,(950),,"4,9 bintang",Rabu12.00–02.00Kamis12.00–02.00Jumat12.00–03.00Sabtu12.00–03.00Minggu12.00–03.00Senin12.00–02.00Selasa12.00–02.00Sarankan jam buka baru
Bar,Fez Sports Bar,,https://www.google.com/maps/place/Fez+Sports+Bar/data=!4m7!3m6!1s0x2e69f1c476cc795f:0xf21756491b19aeda!8m2!3d-6.2689933!4d106.815698!16s%2Fg%2F11y2jgl9k3!19sChIJX3nMdsTxaS4R2q4ZG0lWF_I?authuser=0&hl=id&rclk=1,,,Tutup⋅ Buka pukul 15.00,,(6),,"5,0 bintang",Rabu15.00–02.00Kamis15.00–02.00Jumat15.00–02.00Sabtu12.00–02.00Minggu15.00–02.00Senin15.00–02.00Selasa15.00–02.00Sarankan jam buka baru
Bar Olahraga,BC Batu Alam Adventure,,https://www.google.com/maps/place/BC+Batu+Alam+Adventure/data=!4m7!3m6!1s0x2e69e9f419bcb135:0x6970f0d56ed6b963!8m2!3d-6.4475108!4d106.8131536!16s%2Fg%2F11ggt2jt6z!19sChIJNbG8GfTpaS4RY7nWbtXwcGk?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 02.00,,(2),,"5,0 bintang",Rabu06.00–02.00Kamis06.00–02.00Jumat06.00–02.00Sabtu06.00–02.00Minggu06.00–02.00Senin06.00–02.00Selasa06.00–02.00Sarankan jam buka baru
Bar,Fez Sports Bar,,https://www.google.com/maps/place/Fez+Sports+Bar/data=!4m7!3m6!1s0x2e69f1c476cc795f:0xf21756491b19aeda!8m2!3d-6.2689933!4d106.815698!16s%2Fg%2F11y2jgl9k3!19sChIJX3nMdsTxaS4R2q4ZG0lWF_I?authuser=0&hl=id&rclk=1,,,Tutup⋅ Buka pukul 15.00,,(6),,"5,0 bintang",Rabu15.00–02.00Kamis15.00–02.00Jumat15.00–02.00Sabtu12.00–02.00Minggu15.00–02.00Senin15.00–02.00Selasa15.00–02.00Sarankan jam buka baru
Bar Olahraga,Pagar Nusa Kota Bekasi Selatan,,https://www.google.com/maps/place/Pagar+Nusa+Kota+Bekasi+Selatan/data=!4m7!3m6!1s0x2e698da50e89aca5:0xf7e3957d82dcddd4!8m2!3d-6.2651361!4d106.9688329!16s%2Fg%2F11hdb0g7yx!19sChIJpayJDqWNaS4R1N3cgn2V4_c?authuser=0&hl=id&rclk=1,,,Buka 24 jam,,(11),,"4,8 bintang",RabuBuka 24 jamKamisBuka 24 jamJumatBuka 24 jamSabtuBuka 24 jamMingguBuka 24 jamSeninBuka 24 jamSelasaBuka 24 jamSarankan jam buka baru
Bar Olahraga,Pro Billiard Center,,https://www.google.com/maps/place/Pro+Billiard+Center/data=!4m7!3m6!1s0x2e69f5002219c23f:0xeee35a453ed56a0b!8m2!3d-6.1841376!4d106.8320418!16s%2Fg%2F11m62p436y!19sChIJP8IZIgD1aS4RC2rVPkVa4-4?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 01.00,,(112),,"4,8 bintang",Rabu11.00–01.00Kamis11.00–01.00Jumat11.00–01.00Sabtu11.00–01.00Minggu11.00–01.00Senin11.00–01.00Selasa11.00–01.00Sarankan jam buka baru
Tempat Biliar,Station Billiard,,https://www.google.com/maps/place/Station+Billiard/data=!4m7!3m6!1s0x2e69e91b1be74503:0x1a65509ce82de9e!8m2!3d-6.4520143!4d106.8002671!16s%2Fg%2F11y6j7rtt_!19sChIJA0XnGxvpaS4Rnt6CzglVpgE?authuser=0&hl=id&rclk=1,,,Buka 24 jam,,(14),,"5,0 bintang",RabuBuka 24 jamKamisBuka 24 jamJumatBuka 24 jamSabtuBuka 24 jamMingguBuka 24 jamSeninBuka 24 jamSelasaBuka 24 jamSarankan jam buka baru
Bar,Europe Sport Bar & Cafe,,https://www.google.com/maps/place/Europe+Sport+Bar+%26+Cafe/data=!4m7!3m6!1s0x2e69f54221604495:0xdad1706b57db073b!8m2!3d-6.1944491!4d106.8229198!16s%2Fg%2F11c5h1qppd!19sChIJlURgIUL1aS4ROwfbV2tw0do?authuser=0&hl=id&rclk=1,,,Tutup⋅ Buka pukul 14.00,,(73),,"4,5 bintang",Rabu14.00–00.00Kamis14.00–00.00Jumat14.00–00.00Sabtu14.00–00.00Minggu14.00–00.00Senin14.00–00.00Selasa14.00–00.00Sarankan jam buka baru
Bar Olahraga,Jenar Home,,https://www.google.com/maps/place/Jenar+Home/data=!4m7!3m6!1s0x2e69eb0074f0897b:0x19906f929d05d9a0!8m2!3d-6.4238248!4d106.8335351!16s%2Fg%2F11xh910kg5!19sChIJe4nwdADraS4RoNkFnZJvkBk?authuser=0&hl=id&rclk=1,,,,,(4),,"5,0 bintang",
Tempat Biliar,Dungeon Pool Lounge,,https://www.google.com/maps/place/Dungeon+Pool+Lounge/data=!4m7!3m6!1s0x2e69f18870c549d7:0xed4fca26641ae56b!8m2!3d-6.2690289!4d106.8158558!16s%2Fg%2F11cjkp7vfc!19sChIJ10nFcIjxaS4Ra-UaZCbKT-0?authuser=0&hl=id&rclk=1,,,Tutup⋅ Buka pukul 16.00,,(565),,"4,6 bintang",Rabu16.00–02.00Kamis16.00–02.00Jumat16.00–02.00Sabtu16.00–02.00Minggu16.00–00.00Senin16.00–02.00Selasa16.00–02.00Sarankan jam buka baru
Bar Olahraga,Warbil Hajime warkop dan billiard,,https://www.google.com/maps/place/Warbil+Hajime+warkop+dan+billiard/data=!4m7!3m6!1s0x2e69e5fd9d360587:0x4b1e369226b278d2!8m2!3d-6.3459571!4d106.7149574!16s%2Fg%2F11l6s9y4xw!19sChIJhwU2nf3laS4R0niyJpI2Hks?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 03.00,,(127),,"4,9 bintang",Rabu10.00–03.00Kamis10.00–03.00Jumat10.00–03.00Sabtu10.00–03.00Minggu10.00–03.00Senin10.00–03.00Selasa10.00–03.00Sarankan jam buka baru
Bar Olahraga,ID Billiard Cibinong,,https://www.google.com/maps/place/ID+Billiard+Cibinong/data=!4m7!3m6!1s0x2e69c12864735fd7:0x74bb12f99dba379e!8m2!3d-6.4754461!4d106.8272018!16s%2Fg%2F11y2cn0ccl!19sChIJ119zZCjBaS4Rnje6nfkSu3Q?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 23.30,,(6),,"4,3 bintang",Rabu10.00–23.30Kamis10.00–23.30Jumat10.00–23.30Sabtu10.00–23.30Minggu10.00–23.30Senin10.00–23.30Selasa10.00–23.30Sarankan jam buka baru
Bar Olahraga,XYZ Billiard & Cafe,,https://www.google.com/maps/place/XYZ+Billiard+%26+Cafe/data=!4m7!3m6!1s0x2e69f7cd0902dea1:0xf7d7f0631eeb88b9!8m2!3d-6.1534123!4d106.796084!16s%2Fg%2F11vb19zs9q!19sChIJod4CCc33aS4RuYjrHmPw1_c?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 02.00,,(150),,"4,7 bintang",Rabu12.00–02.00Kamis12.00–02.00Jumat12.00–02.00Sabtu12.00–02.00Minggu12.00–02.00Senin12.00–02.00Selasa12.00–02.00Sarankan jam buka baru
Bar Olahraga,The YazMar,,https://www.google.com/maps/place/The+YazMar/data=!4m7!3m6!1s0x2e69ed448c7fbdd1:0x530b373c370e1ddd!8m2!3d-6.3259773!4d106.8940895!16s%2Fg%2F11tg4jg_h4!19sChIJ0b1_jETtaS4R3R0ONzw3C1M?authuser=0&hl=id&rclk=1,,,,,(1),,"5,0 bintang",
Bar Olahraga,Elarte Sport Cafe Sentul,,https://www.google.com/maps/place/Elarte+Sport+Cafe+Sentul/data=!4m7!3m6!1s0x2e69c1342776e7ff:0x3e011b5586255066!8m2!3d-6.5430589!4d106.8528758!16s%2Fg%2F11jjrhggs2!19sChIJ_-d2JzTBaS4RZlAlhlUbAT4?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 17.00,,(46),,"4,7 bintang",Rabu08.30–17.00Kamis08.30–17.00Jumat06.00–18.00Sabtu06.00–18.00Minggu08.30–17.00Senin08.30–17.00Selasa08.30–17.00Sarankan jam buka baru
Bar Olahraga,OPTIMO BILLIARD & CAFE JAKARTA,,https://www.google.com/maps/place/OPTIMO+BILLIARD+%26+CAFE+JAKARTA/data=!4m7!3m6!1s0x2e69f55c70c92ef9:0x3a742abf5c25b9bb!8m2!3d-6.1517305!4d106.8357484!16s%2Fg%2F11yfj2bqsm!19sChIJ-S7JcFz1aS4Ru7klXL8qdDo?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 02.00,,(5),,"4,2 bintang",Rabu10.00–02.00Kamis10.00–02.00Jumat10.00–02.00Sabtu10.00–02.00Minggu10.00–03.00Senin10.00–02.00Selasa10.00–02.00Sarankan jam buka baru
Bar Olahraga,Sirsak Twenty One,,https://www.google.com/maps/place/Sirsak+Twenty+One/data=!4m7!3m6!1s0x2e69c1fffbfd2e9d:0x55b3df7b06480294!8m2!3d-6.4799351!4d106.8285415!16s%2Fg%2F11gnq7720c!19sChIJnS79-__BaS4RlAJIBnvfs1U?authuser=0&hl=id&rclk=1,,,Buka 24 jam,,(3),,"5,0 bintang",RabuBuka 24 jamKamisBuka 24 jamJumatBuka 24 jamSabtuBuka 24 jamMingguBuka 24 jamSeninBuka 24 jamSelasaBuka 24 jamSarankan jam buka baru
Bar Olahraga,GTM AL IMAN,,https://www.google.com/maps/place/GTM+AL+IMAN/data=!4m7!3m6!1s0x2e69ed000e19813b:0x346c4d6f9874450d!8m2!3d-6.3396252!4d106.875396!16s%2Fg%2F11wp7sf5qj!19sChIJO4EZDgDtaS4RDUV0mG9NbDQ?authuser=0&hl=id&rclk=1,,,,,(3),,"5,0 bintang",
Bar,Eastern Promise Pub & Curry House,,https://www.google.com/maps/place/Eastern+Promise+Pub+%26+Curry+House/data=!4m7!3m6!1s0x2e69f1790eaa8459:0x4449cd326bd542!8m2!3d-6.254961!4d106.8094485!16s%2Fg%2F1pp2x91nb!19sChIJWYSqDnnxaS4RQtVrMs1JRAA?authuser=0&hl=id&rclk=1,,,Tutup⋅ Buka pukul 15.00,,(2.594),,"4,4 bintang",Rabu15.00–02.00Kamis15.00–02.00Jumat15.00–03.00Sabtu12.00–03.00Minggu12.00–02.00Senin15.00–02.00Selasa15.00–02.00Sarankan jam buka baru
Bar & Grill,100 Eatery & Bar,,https://www.google.com/maps/place/100+Eatery+%26+Bar/data=!4m7!3m6!1s0x2e69f14c2af16b57:0x71817258f4753d48!8m2!3d-6.2230084!4d106.8029029!16s%2Fg%2F1q5bm6czq!19sChIJV2vxKkzxaS4RSD119FhygXE?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 21.00,,(231),,"4,6 bintang",Rabu06.00–21.00Kamis06.00–21.00Jumat06.00–21.00Sabtu06.00–21.00Minggu06.00–21.00Senin06.00–21.00Selasa06.00–21.00Sarankan jam buka baru
Bar Olahraga,Service Treadmill,,https://www.google.com/maps/place/Service+Treadmill/data=!4m7!3m6!1s0x2e69f3c4addcf03b:0x4eb7281662d24c1e!8m2!3d-6.2578115!4d106.8532396!16s%2Fg%2F11s97v90x_!19sChIJO_DcrcTzaS4RHkzSYhYot04?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 22.00,,(2),,"5,0 bintang",Rabu08.00–22.00Kamis08.00–22.00Jumat08.00–22.00Sabtu08.00–22.00Minggu08.00–22.00Senin08.00–22.00Selasa08.00–22.00Sarankan jam buka baru
Bar,Satu Lagi Bar,,https://www.google.com/maps/place/Satu+Lagi+Bar/data=!4m7!3m6!1s0x2e69f1eab7addfad:0xf7eb89ccbb281ca9!8m2!3d-6.2835988!4d106.7908838!16s%2Fg%2F1tk20bzx!19sChIJrd-tt-rxaS4RqRwou8yJ6_c?authuser=0&hl=id&rclk=1,,,,,(456),,"4,4 bintang",
Bar Olahraga,Mantap Jiwa Club,,https://www.google.com/maps/place/Mantap+Jiwa+Club/data=!4m7!3m6!1s0x2e69e984390b91cb:0xc61f6963f9ef65b9!8m2!3d-6.441086!4d106.7425079!16s%2Fg%2F11pf3m6ymn!19sChIJy5ELOYTpaS4RuWXv-WNpH8Y?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 20.00,,(2),,"4,5 bintang",Rabu09.00–20.00Kamis09.00–20.00Jumat09.00–20.00Sabtu09.00–20.00Minggu09.00–21.00Senin09.00–20.00Selasa09.00–20.00Sarankan jam buka baru
Bar Olahraga,InDive Biliard & Drink,,https://www.google.com/maps/place/InDive+Biliard+%26+Drink/data=!4m7!3m6!1s0x2e69f19ac6be4379:0x63d9bd22cec6c243!8m2!3d-6.2595508!4d106.7820295!16s%2Fg%2F11t503bh_d!19sChIJeUO-xprxaS4RQ8LGziK92WM?authuser=0&hl=id&rclk=1,,,Tutup⋅ Buka pukul 15.00,,(1),,"5,0 bintang",Rabu15.00–01.00Kamis15.00–01.00Jumat15.00–01.00Sabtu15.00–02.00Minggu15.00–02.00Senin15.00–01.00Selasa15.00–01.00Sarankan jam buka baru
Pub,De Hooi,,https://www.google.com/maps/place/De+Hooi/data=!4m7!3m6!1s0x2e69f1cf156ded5d:0x34478c4cc65f0f8a!8m2!3d-6.2863864!4d106.7808434!16s%2Fg%2F1vmq6d63!19sChIJXe1tFc_xaS4Rig9fxkyMRzQ?authuser=0&hl=id&rclk=1,,,Tutup⋅ Buka pukul 14.00,,(2.103),,"4,5 bintang",Rabu14.00–02.00Kamis14.00–02.00Jumat14.00–02.00Sabtu14.00–02.00Minggu14.00–02.00Senin14.00–02.00Selasa14.00–02.00Sarankan jam buka baru
Bar Olahraga,RJ's Sport Bar & Grill,,https://www.google.com/maps/place/RJ%27s+Sport+Bar+%26+Grill/data=!4m7!3m6!1s0x2e69fc21bbf3cb69:0x8aed48f8ef0b3493!8m2!3d-6.2279002!4d106.6036361!16s%2Fg%2F11c0pyjc6w!19sChIJacvzuyH8aS4RkzQL7_hI7Yo?authuser=0&hl=id&rclk=1,,,Tutup⋅ Buka pukul 17.00,,(84),,"4,5 bintang",Rabu17.00–01.00Kamis17.00–01.00Jumat17.00–02.00Sabtu17.00–02.00Minggu17.00–01.00Senin17.00–01.00Selasa17.00–01.00Sarankan jam buka baru
Restoran,Attica Resto & Bar,,https://www.google.com/maps/place/Attica+Resto+%26+Bar/data=!4m7!3m6!1s0x2e69f31724d2c227:0xd8c4fb3ba9aa71a!8m2!3d-6.2275805!4d106.8243364!16s%2Fg%2F11jtrvc8qx!19sChIJJ8LSJBfzaS4RGqeaurNPjA0?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 02.00,,(874),,"4,8 bintang",Rabu11.00–02.00Kamis11.00–02.00Jumat11.00–02.00Sabtu16.00–02.00MingguTutupSenin11.00–02.00Selasa11.00–02.00Sarankan jam buka baru
Bar Olahraga,Glass Tables Billiard,,https://www.google.com/maps/place/Glass+Tables+Billiard/data=!4m7!3m6!1s0x2e69f50032d1e07f:0xbb46577f9bf26e63!8m2!3d-6.192815!4d106.8363629!16s%2Fg%2F11wg5s66n9!19sChIJf-DRMgD1aS4RY27ym39XRrs?authuser=0&hl=id&rclk=1,,,Tutup⋅ Buka pukul 15.00,,(76),,"5,0 bintang",Rabu15.00–02.00Kamis15.00–02.00Jumat15.00–02.00Sabtu15.00–02.00MingguTutupSenin15.00–02.00Selasa15.00–02.00Sarankan jam buka baru
Bar Olahraga,PSHT Rayon Radio Dalam,,https://www.google.com/maps/place/PSHT+Rayon+Radio+Dalam/data=!4m7!3m6!1s0x2e69f1816477c3cd:0xb83bd3502ea707de!8m2!3d-6.252345!4d106.7886292!16s%2Fg%2F11n0lb7m66!19sChIJzcN3ZIHxaS4R3genLlDTO7g?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 00.00,,(3),,"5,0 bintang",RabuBuka 24 jamKamisTutupJumatTutupSabtuTutupMingguTutupSeninTutupSelasaTutupSarankan jam buka baru
Bar Olahraga,ABC Billiards,,https://www.google.com/maps/place/ABC+Billiards/data=!4m7!3m6!1s0x2e69e527b05d5097:0x2b63da6f274346cb!8m2!3d-6.3496944!4d106.6887373!16s%2Fg%2F11qnvmzc48!19sChIJl1BdsCflaS4Ry0ZDJ2_aYys?authuser=0&hl=id&rclk=1,,,Segera buka⋅ Buka pukul 13.00,,(116),,"4,4 bintang",Rabu13.00–00.00Kamis13.00–00.00Jumat13.00–00.00Sabtu13.00–00.00Minggu13.00–00.00Senin13.00–00.00Selasa13.00–00.00Sarankan jam buka baru
